"","CTXS","QCOM","AAPL","IDXX","ALGN","AMGN","CPRT","FAST","CTAS","ORLY","EBAY","BKNG","NFLX","EA","GOOGL","PEP","MNST","COST","XEL","EXC"
"1187",0.108,0.002,0,0,0,0.054,0.01,0,0.004,0.024,0.096,0.002,0,0.276,0,0.062,0.024,0.33,0.006,0.002
"1188",0.044,0,0,0.002,0,0,0,0.014,0.252,0,0.002,0,0,0.432,0.004,0.01,0.148,0.088,0.004,0
"1189",0.004,0.028,0.002,0.228,0.07,0.066,0,0.048,0.046,0.002,0.294,0,0.022,0.004,0.006,0.008,0.002,0.136,0.034,0
"1190",0.564,0.118,0,0,0.148,0,0,0,0,0,0,0.01,0,0.16,0,0,0,0,0,0
"1191",0.064,0,0,0.262,0.06,0,0,0.004,0,0.002,0.018,0.44,0,0.004,0,0.052,0.042,0.002,0.05,0
"1192",0,0.014,0.07,0.032,0.014,0,0.002,0.04,0.006,0,0.038,0.066,0.022,0,0,0.008,0.106,0.006,0.004,0.572
"1193",0.008,0.256,0.06,0.004,0.02,0.1,0.112,0.018,0.046,0.01,0.102,0.008,0.032,0,0.032,0.022,0.086,0.008,0.018,0.058
"1194",0,0.294,0,0,0.112,0.002,0,0,0,0.39,0,0.026,0.002,0,0,0,0.126,0,0,0.048
"1195",0.008,0.002,0.004,0.012,0.042,0.018,0.118,0.074,0.006,0.014,0.016,0.004,0.032,0.022,0.142,0.042,0.392,0,0.018,0.034
"1196",0.196,0,0,0.408,0,0,0,0,0.33,0,0.046,0,0,0,0,0.01,0.004,0,0,0.006
"1197",0,0,0.01,0,0,0.024,0,0,0.01,0.158,0,0.012,0.004,0.03,0.656,0.07,0.012,0.01,0.004,0
"1198",0,0,0.316,0,0,0,0.068,0.014,0,0,0.002,0,0.358,0,0,0,0.21,0,0.008,0.024
"1199",0.14,0.072,0,0.154,0.07,0.08,0.044,0.01,0.052,0.048,0.006,0.132,0.006,0,0.006,0.054,0.036,0.006,0.036,0.048
"1200",0.054,0.022,0.006,0.028,0.002,0.012,0.386,0,0,0.072,0.14,0.004,0.072,0.034,0,0.158,0,0,0,0.01
"1201",0.044,0.07,0,0,0.154,0,0.028,0.01,0.056,0,0,0.008,0.006,0,0.032,0,0,0.122,0.004,0.466
"1202",0.65,0,0,0.006,0,0,0,0.054,0,0,0,0.114,0,0.16,0,0,0.01,0,0.006,0
"1203",0,0.004,0.004,0.046,0.002,0.046,0.026,0,0.012,0.24,0.122,0.002,0.244,0.056,0.024,0.03,0.016,0.092,0.026,0.008
"1204",0.004,0.02,0.026,0.012,0.008,0,0.11,0.088,0,0.066,0.002,0,0.006,0.002,0.174,0.002,0.074,0.038,0.328,0.04
"1205",0.124,0.014,0,0.1,0,0.002,0.008,0.27,0.014,0,0.118,0.006,0,0,0.032,0,0,0,0.036,0.276
"1206",0.122,0.064,0.274,0.002,0,0.006,0,0,0.532,0,0,0,0,0,0,0,0,0,0,0
"1207",0,0.596,0.092,0.04,0.006,0.012,0,0.112,0.104,0.004,0,0,0,0.01,0,0,0.006,0,0.012,0.006
"1208",0.006,0,0,0.11,0.01,0.038,0.008,0.064,0.012,0.018,0,0.054,0,0.008,0.57,0.01,0.074,0.018,0,0
"1209",0,0,0.184,0,0,0,0.024,0.456,0.084,0.014,0.144,0.056,0.026,0.002,0,0,0.004,0,0,0.006
"1210",0.072,0,0.008,0.044,0,0.026,0.29,0.014,0.006,0,0,0.018,0.3,0.032,0.022,0.04,0.01,0.052,0.062,0.004
"1211",0.112,0,0,0.23,0.032,0,0.162,0.004,0.004,0.026,0.002,0,0.018,0.058,0.008,0.008,0,0.01,0.016,0.31
"1212",0.134,0.068,0.018,0,0.062,0.24,0.012,0.004,0.054,0.014,0,0.078,0.002,0.012,0.002,0.012,0.062,0.082,0.12,0.024
"1213",0.012,0.002,0.184,0.188,0,0,0.002,0.002,0.04,0.008,0.098,0,0.062,0.014,0.028,0.262,0.084,0.006,0.008,0
"1214",0.012,0.002,0,0.014,0.006,0.014,0.004,0.016,0.026,0.004,0.048,0.022,0.002,0.078,0,0,0.016,0,0.052,0.684
"1215",0.01,0.07,0.004,0,0,0.314,0.094,0.01,0.042,0.024,0.11,0.096,0.012,0.138,0.008,0.032,0.016,0.002,0.018,0
"1216",0.166,0.04,0.004,0,0,0.004,0.012,0,0,0,0.642,0,0.008,0.014,0.042,0.004,0,0.006,0,0.058
"1217",0.246,0.002,0,0,0.02,0.18,0.02,0.038,0.032,0.03,0.002,0,0.004,0.344,0.002,0.028,0,0.008,0.044,0
"1218",0.004,0.018,0,0.002,0.072,0.004,0,0.484,0,0,0,0.152,0.002,0.012,0.038,0.094,0.016,0.05,0.036,0.016
"1219",0,0.448,0.052,0.028,0.006,0.002,0,0.006,0.012,0.032,0,0.046,0.122,0.136,0.002,0.004,0,0.068,0.006,0.03
"1220",0,0.086,0,0.242,0.028,0.478,0,0,0.006,0,0,0.11,0,0.048,0,0,0,0.002,0,0
"1221",0,0,0,0.212,0.406,0.366,0,0,0.012,0,0,0,0,0,0.004,0,0,0,0,0
"1222",0.11,0.034,0.012,0.014,0.232,0,0.006,0.038,0.004,0.008,0.048,0.03,0.098,0.012,0.106,0.054,0.008,0.186,0,0
"1223",0,0.018,0.002,0,0,0.01,0,0,0.042,0.458,0.01,0,0,0.082,0.362,0,0,0.014,0.002,0
"1224",0.034,0.084,0.106,0.012,0,0.008,0.002,0.02,0,0.08,0.082,0.034,0.002,0.224,0.006,0.01,0.164,0.008,0.108,0.016
"1225",0.004,0.002,0.088,0.026,0.132,0,0,0,0.004,0,0.004,0.018,0.006,0.142,0.422,0,0,0,0.136,0.016
"1226",0,0.002,0,0,0,0.238,0,0,0,0,0.26,0,0,0,0.01,0.158,0.07,0.036,0.014,0.212
"1227",0.022,0.01,0.07,0,0,0.028,0.004,0.532,0.022,0,0,0,0.016,0.032,0.004,0.006,0.02,0,0.234,0
"1228",0.02,0.074,0,0,0.308,0,0.006,0.016,0,0.002,0,0.01,0.01,0.28,0.068,0.074,0,0.004,0,0.128
"1229",0,0,0.312,0.046,0,0.002,0.348,0,0,0,0,0,0,0.206,0,0.086,0,0,0,0
"1230",0.02,0.026,0.014,0,0.034,0.006,0,0.008,0,0.272,0.004,0,0.104,0,0.148,0.008,0.084,0.016,0.216,0.04
"1231",0.076,0.004,0.286,0,0.016,0,0,0.014,0.23,0.01,0.006,0.01,0,0,0.038,0.002,0.278,0.016,0,0.014
"1232",0.024,0.002,0,0.35,0.038,0.022,0,0.002,0,0.074,0.274,0.014,0.022,0,0,0.094,0.012,0,0.026,0.046
"1233",0.486,0,0,0.316,0.01,0.004,0,0.002,0.01,0.064,0,0,0.01,0.016,0.05,0,0.026,0,0.006,0
"1234",0,0,0,0,0.084,0.002,0.002,0,0,0.03,0.012,0,0.474,0.02,0,0,0.008,0.326,0.034,0.008
"1235",0.014,0,0.006,0,0.04,0.072,0.134,0.002,0.004,0.126,0.02,0,0.004,0.01,0.092,0.044,0.22,0.032,0,0.18
"1236",0,0,0,0,0.002,0.006,0,0,0.008,0,0,0.008,0.044,0.424,0,0,0.486,0,0.022,0
"1237",0,0.014,0.03,0.154,0,0.002,0,0,0,0.064,0,0.36,0.004,0.038,0,0.17,0.13,0,0.034,0
"1238",0.004,0.018,0.004,0.022,0.144,0.018,0.024,0.124,0.034,0.002,0.004,0.048,0.35,0,0.06,0.008,0.084,0.014,0.038,0
"1239",0.056,0.06,0.026,0.008,0,0.292,0.05,0.008,0,0.084,0.158,0.088,0.032,0.012,0.002,0.006,0,0.048,0.056,0.014
"1240",0.012,0.024,0.518,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0.06,0,0,0.38
"1241",0,0,0.056,0,0.032,0.112,0.174,0.252,0.024,0.036,0.004,0,0.008,0.146,0.016,0,0.126,0.002,0.012,0
"1242",0,0.012,0.06,0.018,0.038,0.16,0.014,0.008,0,0.082,0,0.13,0.002,0,0.034,0.016,0.046,0.288,0.032,0.06
"1243",0,0,0,0.142,0.006,0,0.018,0,0,0.512,0.006,0.186,0,0,0,0.074,0.002,0.054,0,0
"1244",0.016,0,0.084,0.026,0,0.004,0,0.068,0.04,0.004,0,0.006,0.032,0.294,0,0.3,0.044,0.042,0.01,0.03
"1245",0.054,0,0.162,0.302,0,0,0.032,0,0.054,0.296,0.018,0.042,0,0,0.022,0.012,0,0.002,0.004,0
"1246",0,0.072,0,0.052,0,0.094,0.024,0,0.2,0.02,0.004,0.03,0,0.026,0.096,0,0.022,0.358,0.002,0
"1247",0.018,0,0.304,0.01,0.048,0.032,0.034,0.008,0.012,0.168,0.036,0.004,0.018,0.042,0.032,0.02,0,0.02,0.17,0.024
"1248",0.024,0.002,0.062,0.074,0.086,0.038,0.002,0.098,0,0.08,0,0.028,0,0.3,0.01,0,0.056,0.028,0.064,0.048
"1249",0.006,0.016,0.01,0,0.08,0.004,0.66,0,0.004,0.082,0.002,0.004,0.016,0.006,0.004,0,0.018,0,0.072,0.016
"1250",0.05,0.062,0.046,0.032,0.21,0.198,0.002,0.14,0,0,0.004,0.05,0.17,0.002,0.004,0,0.004,0,0.024,0.002
"1251",0.714,0.036,0,0,0.136,0,0.054,0.024,0,0.002,0.008,0,0.002,0,0.002,0,0,0,0.022,0
"1252",0,0.024,0.002,0.04,0.154,0.512,0.01,0,0.002,0.04,0.062,0.002,0,0,0.012,0,0.048,0,0,0.092
"1253",0.046,0.002,0.084,0,0.15,0,0.002,0,0.002,0.16,0.02,0.034,0.006,0.038,0.006,0.01,0.264,0.034,0.056,0.086
"1254",0,0.004,0.334,0.014,0.002,0.01,0.002,0.074,0,0,0.3,0.002,0,0,0.232,0.02,0,0.004,0.002,0
"1255",0.1,0.012,0.012,0.022,0.004,0.042,0,0.002,0,0.51,0,0.084,0.03,0.136,0,0.038,0,0.006,0.002,0
"1256",0,0.48,0,0,0.048,0,0,0,0,0,0,0.352,0,0,0,0.12,0,0,0,0
"1257",0,0.008,0.02,0.114,0.054,0,0.02,0.058,0.02,0,0.014,0.008,0.002,0.056,0.402,0.024,0.074,0.032,0.094,0
"1258",0.022,0.01,0.018,0.226,0,0.172,0.028,0,0.002,0.012,0.02,0.016,0.044,0,0.016,0.026,0.042,0.03,0.122,0.194
"1259",0.012,0,0.192,0.082,0,0.004,0.11,0,0.006,0.046,0.398,0,0.004,0,0,0.088,0.014,0.042,0.002,0
"1260",0.074,0.05,0.006,0,0.004,0.04,0.082,0.266,0.178,0,0.064,0.044,0.16,0,0.024,0.006,0.002,0,0,0
"1261",0.104,0.208,0.02,0.002,0.022,0.016,0.188,0.004,0.002,0.096,0.004,0.024,0.054,0.024,0.136,0,0.002,0.08,0.004,0.01
"1262",0.004,0.104,0.106,0.012,0,0,0.034,0.004,0.082,0,0.078,0.002,0.224,0.156,0,0.104,0.038,0.01,0.022,0.02
"1263",0,0.002,0,0.224,0.018,0,0,0.282,0,0.086,0,0,0.162,0,0,0.066,0,0.16,0,0
"1264",0.12,0.012,0.018,0,0.006,0,0.024,0.006,0.19,0.004,0.12,0.016,0.03,0.054,0.026,0.058,0.02,0.082,0.21,0.004
"1265",0,0.014,0.204,0.032,0.034,0.092,0,0.01,0.38,0,0.022,0.008,0.156,0.012,0.03,0,0,0,0,0.006
"1266",0.006,0.108,0,0.144,0.002,0.006,0.046,0.012,0.06,0,0.092,0.162,0.004,0,0.096,0.006,0,0.122,0.052,0.082
"1267",0.074,0.008,0.068,0.002,0.088,0.05,0.01,0.014,0.072,0,0.022,0.136,0.006,0,0.212,0.172,0.026,0.02,0.006,0.014
"1268",0.166,0.018,0,0,0.098,0,0,0.676,0,0,0,0,0,0,0,0,0.002,0.016,0.012,0.012
"1269",0.002,0.008,0.018,0.054,0.086,0.04,0,0,0.106,0.006,0.052,0.028,0.03,0.014,0,0.01,0.002,0.088,0.21,0.246
"1270",0,0,0,0.118,0.108,0.002,0,0.01,0.026,0,0,0,0,0.692,0.036,0,0.008,0,0,0
"1271",0.45,0.004,0.002,0.012,0.018,0.102,0.006,0.036,0.012,0.078,0.002,0.002,0.002,0.024,0.098,0.004,0.086,0.008,0,0.054
"1272",0.04,0.006,0.004,0.062,0,0.008,0.146,0.012,0.044,0.07,0.126,0,0.012,0.002,0,0.032,0.082,0.004,0.002,0.348
"1273",0.044,0.006,0,0,0.002,0.08,0.098,0.138,0.058,0.162,0.018,0.006,0.188,0.084,0.016,0.084,0.002,0.002,0.004,0.008
"1274",0,0.074,0.004,0.006,0.01,0.012,0.11,0.572,0.014,0,0.02,0,0.164,0.006,0,0.006,0.002,0,0,0
"1275",0,0.024,0.014,0.03,0.038,0,0.03,0,0.082,0.056,0.314,0,0,0.092,0.032,0,0.182,0,0.088,0.018
"1276",0.008,0,0.004,0.008,0.008,0.092,0.078,0.004,0.008,0,0,0.012,0.012,0,0.076,0.69,0,0,0,0
"1277",0,0.022,0,0.116,0,0.004,0.008,0,0,0.004,0.088,0,0.148,0,0,0,0.016,0.018,0.576,0
"1278",0.052,0.086,0.194,0.048,0.008,0.002,0.092,0,0.104,0,0.032,0.128,0.036,0.01,0,0.052,0.118,0.008,0.022,0.008
"1279",0,0,0.046,0.002,0,0,0,0.048,0.02,0.034,0.084,0.018,0.09,0.042,0.014,0.002,0.04,0.394,0.156,0.01
"1280",0.014,0,0,0.002,0.008,0.002,0.146,0.058,0.032,0.178,0.054,0.26,0.024,0.09,0.058,0.01,0.01,0.002,0.034,0.018
"1281",0.108,0.01,0.058,0.012,0.036,0.034,0.054,0.088,0,0.214,0.018,0.01,0.114,0.112,0.016,0.012,0.002,0.002,0.038,0.062
"1282",0,0,0.012,0.004,0.004,0,0,0.022,0.844,0,0,0,0,0.044,0.07,0,0,0,0,0
"1283",0.02,0,0.01,0.038,0.16,0,0.026,0.024,0.212,0,0.114,0.042,0.006,0.04,0.236,0.002,0,0.016,0.054,0
"1284",0.04,0.174,0,0.002,0.002,0.004,0.008,0.032,0.026,0,0.036,0.078,0.008,0.058,0.034,0.004,0.03,0.04,0,0.424
"1285",0.032,0.024,0.042,0.022,0.112,0,0.306,0,0.002,0.03,0.002,0.002,0,0,0,0.018,0,0.028,0.036,0.344
"1286",0.01,0,0,0,0.002,0.03,0,0,0.146,0.01,0.032,0.326,0.006,0.004,0,0,0,0.042,0.004,0.388
"1287",0.016,0.296,0.01,0.058,0.004,0.182,0,0.004,0.014,0.002,0,0,0.002,0.286,0.01,0,0.084,0.008,0.006,0.018
"1288",0,0.032,0.184,0.016,0.162,0.024,0.116,0,0.33,0,0,0.044,0,0.004,0.008,0.006,0,0.06,0.002,0.012
"1289",0,0,0.15,0,0.02,0.008,0.094,0,0,0,0.026,0.006,0.574,0.016,0.094,0.012,0,0,0,0
"1290",0.018,0.018,0.014,0,0,0.026,0.014,0,0.198,0.056,0.02,0.046,0.076,0.012,0.036,0.226,0.034,0.096,0.016,0.094
"1291",0.002,0.034,0,0.038,0.018,0.206,0.02,0.032,0.064,0.016,0.02,0.028,0.032,0.002,0.056,0.002,0.01,0.018,0.394,0.008
"1292",0,0.004,0.008,0.004,0.028,0.012,0.006,0.024,0.014,0.162,0.022,0.042,0,0.16,0.076,0.21,0.004,0.006,0.164,0.054
"1293",0.172,0.014,0,0.014,0.3,0,0,0.002,0,0,0,0,0.118,0,0.372,0.004,0,0.002,0.002,0
"1294",0.002,0.002,0.008,0,0.132,0,0.022,0,0.444,0,0.008,0,0,0.002,0.244,0.002,0.008,0,0.126,0
"1295",0.002,0.006,0.268,0.006,0.008,0.004,0.048,0.138,0,0.406,0.002,0,0.01,0.038,0,0.008,0.012,0.026,0,0.018
"1296",0.032,0.016,0.036,0,0,0.032,0.334,0.026,0,0.094,0,0,0.006,0.002,0.008,0.1,0.058,0.24,0.01,0.006
"1297",0.11,0.084,0.012,0,0.016,0.148,0.092,0,0.064,0.008,0.406,0.002,0.014,0,0,0,0,0.02,0.024,0
"1298",0.052,0.004,0.156,0.022,0.002,0.006,0.002,0.244,0.048,0.008,0.018,0.082,0.304,0.01,0.002,0.006,0.02,0.004,0.01,0
"1299",0.004,0,0.026,0.002,0.088,0.172,0.002,0,0.182,0,0.01,0.004,0,0,0,0.022,0.296,0.182,0.01,0
"1300",0.02,0.158,0.01,0.006,0.082,0.106,0.064,0.038,0,0.044,0.004,0.01,0.128,0.002,0.036,0.004,0.056,0.052,0.166,0.014
"1301",0,0.03,0.05,0.08,0.004,0.298,0.004,0.008,0,0,0.036,0.046,0.046,0.002,0.018,0.038,0.046,0.004,0,0.29
"1302",0.03,0,0,0.006,0.014,0.328,0,0,0,0,0.252,0.044,0,0,0.006,0,0.004,0,0.236,0.08
"1303",0.262,0.006,0.102,0,0.036,0.14,0.052,0.018,0,0.066,0.128,0,0.04,0.008,0.01,0,0.114,0.018,0,0
"1304",0,0.444,0,0,0,0.156,0,0,0.076,0,0.018,0.114,0.004,0,0,0.144,0.002,0.01,0.032,0
"1305",0.018,0.01,0.018,0.12,0.074,0.002,0.06,0.012,0.002,0,0,0.024,0.048,0.016,0.002,0.14,0.218,0.2,0.036,0
"1306",0.002,0.004,0,0.022,0.006,0.036,0.734,0.004,0,0,0.008,0.038,0.008,0.004,0,0,0,0.122,0.012,0
"1307",0.01,0.032,0,0.014,0,0,0.11,0,0.042,0,0.002,0,0.726,0.056,0.008,0,0,0,0,0
"1308",0,0,0,0.002,0,0.622,0,0,0,0.02,0,0,0.162,0,0,0,0.194,0,0,0
"1309",0.156,0,0,0.042,0,0,0,0,0,0.158,0,0.51,0,0,0.002,0,0,0.11,0.022,0
"1310",0.052,0.198,0.098,0.016,0.036,0.002,0.056,0.038,0.002,0.112,0,0.042,0.04,0.006,0.008,0.088,0.07,0.096,0.026,0.014
"1311",0.06,0.018,0.012,0,0.006,0.002,0,0,0,0,0,0,0.008,0.082,0.002,0.484,0,0.03,0.06,0.236
"1312",0.014,0,0.21,0,0,0,0.004,0,0.28,0,0,0.354,0.13,0,0,0.002,0,0.006,0,0
"1313",0,0,0.212,0.006,0,0,0,0.002,0.234,0,0.008,0.004,0.012,0,0.516,0,0,0,0,0.006
"1314",0.004,0.028,0.002,0.01,0,0.074,0.004,0.028,0.006,0.018,0.036,0.126,0.098,0.054,0.306,0.018,0,0.002,0.064,0.122
"1315",0.044,0,0.004,0.044,0.066,0.72,0,0.042,0.006,0,0.002,0,0.002,0.052,0.006,0,0,0.004,0.006,0.002
"1316",0.132,0.222,0.002,0.006,0.092,0.01,0,0.036,0,0.122,0,0.052,0.002,0.004,0.004,0,0.236,0.002,0.056,0.022
"1317",0.004,0.092,0.022,0.024,0.01,0.124,0.014,0.012,0.092,0,0.002,0.022,0.016,0.062,0.004,0.048,0.008,0.096,0.316,0.032
"1318",0.022,0.032,0.004,0.146,0.006,0.002,0.01,0.122,0.148,0.092,0.02,0.042,0.11,0.024,0,0,0.04,0.152,0.02,0.008
"1319",0,0.018,0.016,0.084,0.076,0.09,0,0.16,0.136,0,0.046,0.032,0.026,0.028,0.036,0.118,0.016,0.1,0.018,0
"1320",0.032,0.014,0.066,0.014,0.022,0.03,0.034,0.004,0.078,0.068,0.006,0.238,0.022,0.056,0.242,0,0,0.04,0.034,0
"1321",0.004,0,0.248,0.002,0,0.016,0.146,0,0,0.348,0,0,0.032,0,0,0,0.204,0,0,0
"1322",0.014,0.15,0.152,0.004,0.006,0,0.018,0.16,0.022,0.004,0.044,0,0,0.008,0.266,0.028,0,0.09,0.006,0.028
"1323",0,0,0.478,0.02,0.026,0,0.014,0.058,0,0.044,0.048,0.018,0.142,0,0.034,0.078,0.01,0,0.004,0.026
"1324",0,0,0,0,0,0,0.57,0,0.004,0.008,0,0,0,0.014,0.184,0.162,0.058,0,0,0
"1325",0.012,0.002,0.026,0.1,0.04,0,0.102,0.038,0,0.02,0.004,0.006,0.006,0.074,0.13,0.05,0.006,0.094,0.216,0.074
"1326",0,0.098,0.134,0.008,0.092,0.066,0.05,0,0.108,0.168,0,0.022,0,0.012,0.016,0.01,0.006,0.056,0.154,0
"1327",0,0.802,0,0,0.016,0,0.004,0,0,0,0.006,0,0,0.01,0,0,0,0,0,0.162
"1328",0.01,0.042,0.638,0.008,0.006,0.054,0.002,0.008,0.046,0,0.02,0,0.006,0.01,0.004,0,0,0,0.03,0.116
"1329",0.042,0,0.128,0,0.018,0,0,0.312,0.004,0.008,0.004,0.088,0,0,0,0.342,0.052,0,0.002,0
"1330",0.004,0.016,0,0.058,0,0,0,0.024,0.012,0.008,0.23,0,0.248,0,0.096,0,0.052,0.252,0,0
"1331",0.034,0.002,0.012,0.012,0.04,0.202,0.026,0,0.018,0.04,0,0,0,0,0.212,0.332,0.002,0.002,0.066,0
"1332",0,0.02,0.06,0.588,0.056,0.058,0,0.042,0.128,0.01,0.014,0,0,0.004,0.008,0.01,0,0,0.002,0
"1333",0.002,0.062,0,0,0,0,0,0.262,0.008,0.314,0,0.016,0.332,0,0,0,0,0,0.004,0
"1334",0,0.066,0.454,0.03,0.014,0.168,0.022,0.004,0.002,0.02,0.008,0.004,0.036,0.024,0.004,0.002,0.022,0.098,0.022,0
"1335",0.006,0.008,0,0.406,0.01,0,0.06,0.004,0.088,0,0.34,0.006,0,0,0,0.006,0.018,0.016,0.032,0
"1336",0.076,0.002,0.018,0.006,0.006,0.002,0.052,0.088,0.06,0.06,0.022,0.004,0.004,0.014,0.044,0.02,0.44,0.044,0.036,0.002
"1337",0,0.002,0.012,0,0.002,0,0.022,0.558,0.106,0,0.076,0,0.014,0,0.01,0.114,0,0.024,0.048,0.012
"1338",0.016,0.068,0,0.006,0.006,0.154,0.102,0.106,0.002,0.104,0.106,0.044,0.016,0.002,0.018,0.108,0.02,0.112,0,0.01
"1339",0.098,0.014,0.132,0.016,0.074,0.002,0.01,0.08,0.028,0.02,0,0.246,0.024,0.004,0,0.036,0.134,0.068,0.002,0.012
"1340",0.006,0.028,0.024,0.01,0.05,0.008,0.15,0.026,0.212,0.066,0.022,0.03,0.05,0.084,0.016,0.058,0.008,0.086,0.012,0.054
"1341",0.278,0,0,0,0.006,0.168,0.176,0,0,0.322,0,0.002,0.006,0,0,0,0.002,0,0,0.04
"1342",0,0.262,0,0,0,0.362,0.144,0.028,0,0.092,0,0,0.062,0,0.05,0,0,0,0,0
"1343",0.104,0.194,0.072,0.04,0.018,0.116,0.074,0.07,0,0.1,0.06,0.022,0.022,0,0,0.1,0.006,0.002,0,0
"1344",0.002,0,0.114,0,0,0.242,0.346,0.046,0.01,0.1,0,0,0,0,0,0,0.026,0,0.002,0.112
"1345",0.046,0.036,0.002,0.006,0,0.372,0.048,0.038,0.022,0,0.024,0,0.026,0.128,0.042,0.002,0.004,0.08,0.038,0.086
"1346",0.032,0.054,0,0.09,0.45,0,0.004,0.024,0.006,0.02,0,0,0.056,0.036,0,0.01,0.026,0.002,0,0.19
"1347",0.042,0.01,0.072,0,0,0.176,0.018,0.056,0.186,0.028,0.012,0.03,0.064,0.06,0,0,0.106,0.036,0,0.104
"1348",0.014,0.008,0,0.026,0,0.002,0,0,0.008,0.394,0,0,0,0.002,0,0.002,0.01,0.008,0,0.526
"1349",0.006,0.002,0.284,0.004,0,0.026,0.034,0,0,0,0.412,0,0.008,0.086,0.072,0.026,0.018,0.004,0.008,0.01
"1350",0.018,0.026,0.008,0,0,0,0,0.402,0.032,0,0.02,0.31,0.03,0.024,0.008,0.036,0.07,0.004,0.012,0
"1351",0.362,0,0.032,0.006,0,0,0,0,0,0.1,0.052,0,0.002,0,0.314,0.102,0.02,0.01,0,0
"1352",0.164,0.012,0.032,0.006,0.27,0,0,0,0,0,0.01,0.002,0,0.496,0.008,0,0,0,0,0
"1353",0,0.034,0.33,0.016,0.066,0,0.022,0,0.018,0,0.054,0,0.03,0.004,0.054,0.03,0.006,0.002,0.262,0.072
"1354",0.138,0.034,0.018,0.112,0.012,0.012,0.032,0.02,0.002,0.278,0.024,0.06,0.012,0.09,0.008,0,0,0.054,0.084,0.01
"1355",0.008,0.006,0.17,0,0.004,0.004,0.002,0,0,0,0.002,0.01,0.01,0.126,0.042,0.01,0,0.046,0.532,0.028
"1356",0.022,0.006,0.064,0,0.386,0.056,0.03,0,0,0.122,0,0.092,0.108,0,0.05,0,0,0.018,0.01,0.036
"1357",0.002,0.29,0.368,0,0.004,0,0,0.08,0.044,0,0.034,0.002,0,0.006,0.134,0,0.01,0.026,0,0
"1358",0.088,0,0,0.458,0,0,0.31,0,0.002,0,0,0,0.048,0,0,0,0,0,0.086,0.008
"1359",0.002,0.11,0.01,0.168,0,0,0.004,0.038,0,0.026,0.004,0.006,0,0.544,0.014,0.054,0.008,0,0.01,0.002
"1360",0.01,0,0.004,0.04,0.002,0.024,0.03,0.326,0.182,0.004,0.04,0,0.014,0.014,0.004,0,0.064,0.192,0.05,0
"1361",0.036,0.008,0.04,0.026,0.054,0.02,0.016,0,0.004,0.01,0.03,0,0.552,0.026,0.026,0.028,0.008,0.02,0.092,0.004
"1362",0.012,0.022,0.006,0,0.032,0,0,0.014,0.064,0.022,0.004,0.648,0.004,0.046,0,0,0,0.126,0,0
"1363",0.14,0.016,0.218,0.008,0.058,0.018,0.004,0.126,0.02,0.012,0.056,0.03,0.028,0.066,0.03,0.01,0,0.016,0.134,0.01
"1364",0.308,0,0.028,0.002,0.224,0.036,0.002,0.22,0.012,0.006,0.044,0.026,0,0.002,0.016,0,0,0,0.07,0.004
"1365",0.096,0,0,0.06,0.1,0.034,0.444,0,0.148,0,0.084,0,0.004,0,0.01,0,0.012,0.002,0,0.006
"1366",0,0,0,0,0.078,0,0,0.01,0,0.03,0.548,0,0,0,0.264,0,0.002,0.068,0,0
"1367",0.324,0,0,0,0,0,0.004,0,0,0.01,0.132,0,0,0.51,0.002,0,0,0.018,0,0
"1368",0.006,0.142,0.034,0.046,0.028,0.122,0.028,0.032,0,0.188,0.014,0.018,0.024,0,0.136,0.054,0.01,0.008,0.07,0.04
"1369",0,0.002,0,0,0.046,0.002,0.006,0.078,0.078,0.026,0.048,0,0.654,0,0,0,0,0,0.06,0
"1370",0.006,0.008,0.004,0.022,0.042,0.068,0.008,0.196,0.006,0.074,0.01,0.08,0.008,0.018,0.008,0.124,0.128,0.078,0.002,0.11
"1371",0.01,0,0.01,0.024,0.02,0,0.012,0.018,0.03,0.024,0.222,0.14,0.01,0.044,0.002,0.072,0.156,0.004,0.186,0.016
"1372",0,0,0.024,0.002,0.004,0.002,0.024,0.298,0,0.002,0,0,0.402,0,0.03,0.002,0.034,0,0,0.176
"1373",0.018,0,0.048,0.118,0.008,0.02,0,0.02,0,0.04,0.08,0.066,0.002,0.124,0,0.016,0.002,0.032,0.204,0.202
"1374",0,0.014,0.006,0.002,0.002,0.004,0,0.018,0.014,0,0,0.004,0.008,0,0,0,0,0.082,0.002,0.844
"1375",0,0.004,0.008,0.002,0.024,0.042,0.016,0,0.1,0,0,0.786,0,0,0.002,0.008,0.008,0,0,0
"1376",0,0,0.016,0,0.042,0.096,0.006,0.23,0.012,0.284,0.002,0.012,0.056,0.016,0.014,0,0,0.004,0.21,0
"1377",0.112,0.006,0,0.022,0.002,0.022,0.006,0.356,0.004,0,0.14,0.082,0.012,0.056,0.008,0.024,0.022,0.014,0.018,0.094
"1378",0.018,0.052,0.004,0.064,0,0.022,0.008,0.026,0.018,0.014,0.034,0.006,0,0.004,0.024,0.028,0,0.118,0.148,0.412
"1379",0.016,0,0,0.272,0,0,0,0.012,0.01,0.004,0,0,0.326,0.006,0.096,0.024,0.006,0.042,0.186,0
"1380",0.148,0,0.022,0.136,0.016,0.034,0.18,0.236,0.018,0.008,0,0.02,0.016,0.024,0.078,0.008,0.026,0.024,0.006,0
